SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324055,Westsyde Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324055,Westsyde Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,8,73
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324055,Westsyde Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,10,8,80
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324055,Westsyde Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,9,82
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324057,Sa-hali Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,34,21,62
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324057,Sa-hali Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,33,18,55
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324057,Sa-hali Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,33,24,73
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7324057,Sa-hali Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,33,20,61
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7326005,Clearwater Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,19,12,63
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7326005,Clearwater Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,19,13,68
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7326005,Clearwater Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,19,14,74
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7326005,Clearwater Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,19,11,58
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7373080,Logan Lake Elementary Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7373080,Logan Lake Elementary Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7373080,Logan Lake Elementary Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,73,Kamloops/Thompson,7373080,Logan Lake Elementary Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7429015,Lillooet Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7429015,Lillooet Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7429015,Lillooet Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7429015,Lillooet Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7430016,Ashcroft Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7430016,Ashcroft Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7430016,Ashcroft Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7430016,Ashcroft Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7474018,David Stoddart,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7474018,David Stoddart,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7474018,David Stoddart,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,74,Gold Trail,7474018,David Stoddart,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575014,Mission Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575014,Mission Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575014,Mission Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575014,Mission Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575022,Hatzic Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575022,Hatzic Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575022,Hatzic Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575022,Hatzic Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575033,Heritage Park Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575033,Heritage Park Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575033,Heritage Park Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,75,Mission,7575033,Heritage Park Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7832003,Hope Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7832003,Hope Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7832003,Hope Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7832003,Hope Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7876003,Agassiz Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7876003,Agassiz Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7876003,Agassiz Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7876003,Agassiz Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,8,73
2010/2011,SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,7,64
2010/2011,SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,9,82
2010/2011,SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,4,36
2010/2011,SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,22,16,73
